dataset,objects,features,labels,ch_btw,ch,db,dunn,ii,sil,xb,knn,nb,rf,lr,lda,mlp,agglo_average_ami,agglo_average_nmi,agglo_average_vm,agglo_average_arand,agglo_complete_ami,agglo_complete_nmi,agglo_complete_vm,agglo_complete_arand,agglo_single_ami,agglo_single_nmi,agglo_single_vm,agglo_single_arand,birch_ami,birch_nmi,birch_vm,birch_arand,dbscan_ami,dbscan_nmi,dbscan_vm,dbscan_arand,hdbscan_ami,hdbscan_nmi,hdbscan_vm,hdbscan_arand,kmeans_ami,kmeans_nmi,kmeans_vm,kmeans_arand,xmeans_ami,xmeans_nmi,xmeans_vm,xmeans_arand,kmedoid_ami,kmedoid_nmi,kmedoid_vm,kmedoid_arand,ensemble_classifiers
birds_bones_and_living_habits,413,10,6,0.5369249118881068,51.57186680462435,2.9348943537126515,0.006049879829143042,0.0063271440294322984,-0.03150204143194732,13.891914322243158,0.6829856009403468,0.4983837790185131,0.6660299735527475,0.612577137819571,0.6442256832206876,0.697414046429621,0.2653694643653085,0.30143837767363824,0.30042317912985284,0.22987070596495413,0.23998075762470963,0.28418001277670873,0.2837535039262554,0.24138143832657938,0.0604619104070375,0.14735241374568725,0.12350258670704758,0.0018424623029517772,0.18799811510133993,0.2249405662865979,0.1924457154364748,0.12174426905357891,0.45784972523563094,0.49422283788320714,0.49214747585245106,0.3738411094088107,0.3774242845363719,0.3774242845363719,0.3774242845363719,0.2642553304691339,0.31245828456671254,0.3057331891499127,0.2854192419678423,0.15899852939548975,0.29180677740583055,0.355424199179432,0.33738482531685615,0.2241371722124541,0.31747343057818944,0.35817668305989064,0.3505658041638018,0.31634448801911247,0.697414046429621
planning_relax,182,12,2,-0.13159042216366681,0.25431484018337397,22.49016765258203,0.0874391574758752,0.0008621921355352174,-0.012821185841378426,144.44573447252793,0.7144144144144144,0.7144144144144144,0.6983483483483484,0.7144144144144144,0.7144144144144144,0.7033033033033034,0.005255936812770771,0.041748825422023995,0.04016040896941332,0.02462874508444408,-0.0034194541764136868,0.010879997411206653,0.0097309552342926,0.004575146487016697,-0.004626814782502675,0.029463995882733785,0.02446373870874057,-0.006561928197362609,0.01679315158386818,0.03252091789296012,0.03066693948975275,0.043757777950607306,0.04680896702357709,0.34056104401422344,0.20785611760519504,0.011804964154653704,0.0,0.034061312932481484,0.034061312932481484,-0.009492890275105434,-0.007137133506780383,0.005992871070324992,0.0032277820569572625,-0.002137092554121737,-0.00294673122251667,0.0037029503510619217,0.0022127400789965826,-0.0041225754838410174,0.0,0.003269789129176004,0.0031278644999522603,0.0,0.7144144144144144
durum_wheat_features,9000,236,3,0.6075545247804759,1015.7264287619832,1.9980790921047724,0.0009871973762205027,0.012425344367603583,0.03351141208412856,7.292055032164551,0.9261111111111111,0.8373333333333333,0.8776666666666667,0.8874444444444446,0.9705555555555556,0.8827777777777778,0.22716128664951535,0.24039703580833702,0.2276725786212515,0.09070457628849592,0.29903702986715813,0.3004734803515837,0.2994285925872295,0.1995658781515384,0.04654731920951792,0.07239041574377551,0.04800473424746546,0.001961901953498696,0.22005459642401873,0.23875235599513714,0.22027349580534375,0.07174296629185165,0.4255232981089242,0.44006105079093755,0.42856215469593745,0.316926609852415,0.44871874455868516,0.4224225373909941,0.42227250648141823,0.42331349251447936,0.43621264367269913,0.4377428129330455,0.4364202335115238,0.34870079109710256,0.38826096857198467,0.3888106036955756,0.3905108214171742,0.2865766766325077,0.4492922211053399,0.4504552881993826,0.4494482206932388,0.37377166659006195,0.9705555555555556
turkish_music_emotion,400,50,4,0.35714349674862755,18.75244010652794,7.64111081178125,0.02175536014356249,0.002958250666695892,-0.06015196035389965,28.211356421109873,0.4925,0.7525,0.805,0.5325000000000001,0.8074999999999999,0.565,0.07585865984838144,0.09644252380371897,0.09615236208724837,0.04286435947761133,0.09099450798327392,0.1168201862195404,0.1141424956979717,0.04377638860902452,0.007604037148011637,0.08292004094297115,0.05699402040845912,0.000841076478387647,0.0655997650427056,0.08173981146645308,0.06661081850465703,0.042336823289215036,0.06378307304082984,0.07718510241619733,0.3769889604655718,0.035363246787676224,0.07971567368022574,0.051845879287567544,0.03776190381192221,0.028317214275194635,0.09244374349879575,0.11544950732808965,0.11152593369646739,0.036605385888370694,0.11227474621088389,0.14154499481555466,0.14071075397382,0.043433681847940865,0.11260919638904525,0.13788629232277125,0.12560865485705006,0.06130827180200467,0.8074999999999999
spambase,4601,57,2,9.48446320986711e-06,296.262284567306,2.0412679861686946,0.0,0.00011971858565971842,0.19748285839479485,3.7065780458721287,0.7772239531699948,0.8343832318368503,0.9282726714818488,0.6924670726525989,0.8795933059528867,0.7068160789312184,0.017331801625117656,0.027591661877626288,0.019069722051377636,0.014486036347150863,0.01947163439978161,0.03145806510723621,0.021221512291939422,0.01460437604691891,0.0026499012479311943,0.015261939924787197,0.004757647756184633,0.0013340633569409526,0.002163002037487735,0.013006173188799102,0.0029811871251839857,0.001171624475132049,0.026449206538414587,0.03807813150266394,0.027891326014138646,0.01739881635109019,0.08131588156242754,0.08131588156242754,0.08131588156242754,0.05116659550267001,0.06428719460503667,0.06494753474049354,0.06489636789306809,0.10880774553811753,0.0843587432720944,0.09751609560561796,0.08233107683702919,0.13519262519813835,0.09250224716923518,0.09950044138221469,0.09288933352834161,0.1485992475298868,0.9282726714818488
classification_in_asteroseismology,1001,3,2,0.8545278916459803,979.006303692983,0.7452797946657005,0.00023107166924197682,0.05785622368017922,0.5847687110435534,0.20911917779504002,0.9270796019900498,0.8751691542288557,0.9690597014925373,0.8871592039800996,0.9470696517412935,0.8841442786069653,0.4083572308502344,0.414025380279411,0.4096359415655611,0.585161392414687,0.4456011372056282,0.45523666800492074,0.4467322100079401,0.6066848038556715,0.143912429834479,0.16004305134088576,0.10739035316243391,0.10297318002698688,0.4061331848721331,0.45856950427042714,0.4538693873827923,0.6215172359141105,0.14585389532657886,0.16050729426632687,0.15689888046526207,0.1783144438093758,0.2970765826139433,0.2970765826139433,0.2970765826139433,0.2970765826139433,0.43628490608549153,0.4442262712733642,0.43746041437043537,0.6121382961261757,0.42652135032670835,0.44395288702250024,0.3010402788886665,0.5769721640636234,0.46985796843297817,0.470376256344989,0.4703079645438251,0.6259597278342427,0.9690597014925373
student_grade,395,29,2,0.4449259583563628,100.20217673459443,1.6196938820069298,0.04332589417198507,0.006644021233166283,0.26055939169229464,0.865985119316936,0.9291139240506329,0.9392405063291138,1.0,0.9620253164556962,0.8683544303797468,0.9493670886075949,0.22695741143483553,0.23601563492413652,0.23550862712762471,0.3139765791110617,0.3065713985295834,0.32909393101457857,0.31178946946074176,0.24470575013707568,0.0037437221536716554,0.03305510539569152,0.023945889152341797,0.01039159207002735,0.25025327413571496,0.26769114583673603,0.2105143442727963,0.24472256176279933,0.2299710329401717,0.23675725709595502,0.19162361287127705,0.010539919736251872,0.23248325825807145,0.23248325825807145,0.23248325825807145,0.20299993777418063,0.3393110405593769,0.35052473208114343,0.3413680004844639,0.353777629551012,0.2838126978945719,0.14011816961816986,0.28185600083422313,0.13622800396657964,0.3826971271851341,0.38426649076023645,0.3838805243667604,0.3896305023039117,1.0
coil20,1440,400,20,0.8077159811229607,90.42437781656966,2.8643287164012383,0.5264796405461881,0.44503996558346814,0.16539340295109048,5.320155228174344,0.929861111111111,0.8840277777777779,0.982638888888889,0.9493055555555555,0.9159722222222222,0.8097222222222221,0.7488559607730809,0.7748077656693172,0.7757041209626117,0.4714787911385585,0.7259805477500069,0.7587876427754096,0.7571895260550057,0.4907008307764446,0.8079094596459131,0.8259399905709971,0.8207782001208915,0.4461746905681377,0.46813264214206535,0.5324149194478089,0.47159703738196324,0.16387802506742355,0.38834304107164797,0.6840460723098083,0.6375270294679664,0.27293912723579383,0.9310871780671602,0.9310871780671602,0.9310871780671602,0.930286115648993,0.7766988671680495,0.7958267632396833,0.8032965797728779,0.669112187695466,0.7811301461827498,0.7928452265556641,0.792563782609087,0.5896292567659144,0.7322458092948221,0.7642447232515914,0.7612030650445702,0.5424364582102985,0.982638888888889
heart_attack_analysis_prediction_dataset,303,13,2,0.06449791193517797,10.741208499584447,4.510963479186676,0.01072750139903346,0.00041379749696591756,0.043649687446594025,6.950101103928241,0.6601092896174864,0.8149726775956283,0.8381967213114754,0.7098360655737704,0.831584699453552,0.7787431693989071,0.021200446713419127,0.03178783609006765,0.031295313030849196,0.04391147088845416,0.05319135403664686,0.06487517908147858,0.06274143379776899,0.06802026871672365,0.00011540926469837645,0.030896146721455253,0.017497238595505914,0.0005745660320236807,0.01603267604172718,0.03376113514776013,0.037562023242690055,0.03537856374640587,0.04315568833731654,0.04751685055554965,0.21090837343493668,0.007760465202058695,0.050278423210200464,0.04164257314520457,0.04164257314520457,0.04400856079025916,0.052655804439840845,0.06523433217115014,0.059713891937842954,0.044680270111501524,0.042060954138974545,0.05731402433859092,0.047838885817909106,0.03789433186771293,0.04195731364449907,0.04939232841960364,0.0465969044295699,0.03937665886769704,0.8381967213114754
zoo,101,16,7,0.7007547363796455,23.902799308963928,1.8586399351741552,0.2711630722733202,0.046063156569608917,0.30397162647146947,0.9873111155334313,0.97,0.96,0.96,0.95,0.9200000000000002,0.93,0.8363920780750702,0.8725428656889755,0.8661648557372847,0.7627977987616,0.8023933958181718,0.8356489048444088,0.8323130106134207,0.7210976334231239,0.8298530053442988,0.8686632148787,0.8618414836588393,0.7613940317605065,0.5723448866461726,0.6087319185599667,0.5937305978495787,0.5753377614741365,0.829853005344299,0.8501144426950221,0.8473200952983039,0.7504678955156269,0.6784536514507198,0.6784536514507198,0.6784536514507198,0.6784536514507198,0.723032569057525,0.7485921815796744,0.7846101232129895,0.7087529337715828,0.6453215803903511,0.6309429695332753,0.6474545577695237,0.522456932059337,0.6767275260187978,0.7147762803207134,0.7140977119552331,0.5270841051524326,0.97
credit_risk_classification,976,11,2,0.09487897163174584,4.872516166244882,9.072315089637312,1.1945065914974637e-05,0.0001719579102243739,-0.0026804595989174053,31.087807896051714,0.8084039769754054,0.8073783359497645,0.8073783359497645,0.8073783359497645,0.8073783359497645,0.8073783359497645,-0.0004734780161033595,0.005166371458133897,0.0027572090322808395,0.012124662276146057,0.002867247621649695,0.006273689286581828,0.005976106036122795,0.012124662276146057,-0.0004922750189945337,0.005166371458133897,0.0029368658193521446,0.012121723327967102,0.0,0.004610942402206579,0.003151268921003146,0.012558642360617165,0.005360409605983458,0.014364388395331712,0.01475768726153453,0.012124662276146057,0.0014997239241709437,0.003799924009221954,0.003799924009221954,-0.0014805101842489965,0.004211272200592231,0.006779437414353899,0.006406046907910521,0.012558642360617165,0.009281771954593381,0.036048732128846385,0.023262722771928143,-0.0020418189215509496,0.012987817438204546,0.016385440131230368,0.01474904595650744,0.012558642360617165,0.8084039769754054
smoker_condition,1012,7,2,1.8381560030754646e-05,878.3592650785813,0.6889790823563817,0.004949195007018699,0.009266685070654958,0.5627007843629552,0.2750893296254166,0.9930741842657171,0.9930741842657171,0.9901185192410867,0.9920889625908403,0.9920840852558162,0.9911037409159636,0.0030835817773271785,0.01828572534506572,0.008209552092208496,0.00035133987095561643,0.003564295444897974,0.022380313773185615,0.012104749742243537,0.0003470880727643626,0.0007419458226563709,0.01828572534506572,0.008209552092208496,0.001034782181616975,0.935020402040086,0.9351743559756489,0.93513224477222,0.9724519354821431,0.8923585231056229,0.8978687357667996,0.8925130972245403,0.9476685926678744,0.8968621998509401,0.8968621998509401,0.8968621998509401,0.8968621998509401,0.9055405478267721,0.9056107507313863,0.9056100836605493,0.9530176396934508,0.6324003052498731,0.6704842216151141,0.5069703322140635,0.7689484622767053,0.9314998331515728,0.9315503208446605,0.9315503208446605,0.9685425901753802,0.9930741842657171
secom,1567,590,2,0.039639240802131104,2.6822424794144344,11.941877815754033,0.18797167880171187,0.046669772657426105,0.013752562565299898,36.15396873312819,0.9336317942247817,0.932992816588999,0.9336317942247817,0.9336317942247817,0.7793919537656947,0.9336317942247817,-0.00013856439487840256,0.007336060882004948,0.006084218782361723,0.010206318698286618,0.011441388154358599,0.018144520846137928,0.017755983636651766,0.06277206792578313,-0.0009003524345261062,0.0033160443535918114,0.0022013532651265376,-0.0011764887150903787,0.004680454492039961,0.00700965214356619,0.006083287243813681,0.007279518525883118,0.0,0.18216901491997228,0.06423928402214336,0.0,0.010580910863392072,0.010372448817142608,0.010372448817142608,0.010372448817142608,0.002034176778373469,0.005126615886880155,0.0036364359326156717,0.005097048011781681,0.002282781961750986,0.005239808573992425,0.004171812754446477,-0.0013667767571640414,0.00428954007841499,0.00960410061413491,0.006407442044275706,0.006788920968509779,0.9336317942247817
fashion_mnist,3000,784,10,0.879994466446897,220.12192247955514,3.476939046023216,0.20941855520824218,2.0148294314896433,0.04526430395987967,6.494093727128377,0.778,0.6779999999999999,0.8253333333333334,0.827,0.7736666666666666,0.8253333333333334,0.5249364092550295,0.5372536012565176,0.530949503356392,0.3073595517718341,0.4919879158749733,0.5033693303827907,0.49980555562403434,0.283184514223653,4.646382593740737e-05,0.04989892419470279,0.018693908688908627,2.425936862272745e-05,0.34257089241184535,0.3737059989829055,0.3437669923329621,0.16451665009150995,4.3049644161621014e-12,0.53627812482153,0.44671562064387976,0.0,0.3187365089414487,0.3187365089414487,0.3187365089414487,0.288271734101019,0.5572927679263386,0.56348627781575,0.5620176498343692,0.39739977910413055,0.5512414002131898,0.5563289794344923,0.5548488078663466,0.3533418632650003,0.5059409004448525,0.5173496320961869,0.5129129065215726,0.35129078505716493,0.827
insurance_company_benchmark,5822,85,2,0.1372436005086748,29.17034936552363,6.645294177548768,0.0,0.004091091120193533,0.041151325963131084,11.212978485918487,0.9402268336209312,0.9402268336209312,0.9402268336209312,0.9403988024128725,0.9337004262348275,0.9402268336209312,0.008149542627012802,0.009642319782380651,0.008446940128664657,0.02675774876781617,0.006459227159551548,0.009143634615025766,0.00682786087936872,-0.00039040297087552026,-0.000248366455075812,0.0014820906534669038,0.0006246869355362365,-0.0003209254205836699,0.0074825206798504445,0.010048444614210951,0.007643423188046143,0.023661460143619865,0.004545617900364673,0.1536797967620736,0.048856942656153014,0.00748217527184426,0.005566612271420478,0.0023847462905702086,0.001970681329560852,0.004107614348278956,0.007184416302901102,0.010046096073958786,0.0073809478554159895,0.02360499314437881,0.006838136500800627,0.01658356425266916,0.008297458207837796,0.018935723997742366,0.01207070304735792,0.017198867668676013,0.01241830189471905,0.032923626204614184,0.9403988024128725
heart_disease,297,13,5,0.013210045996728861,3.334555118315145,9.750943413007993,0.015518033642410821,0.0001235588055874424,-0.03781958720341237,35.49513385685362,0.5589830508474576,0.535367231638418,0.5857062146892655,0.552316384180791,0.5855932203389831,0.535367231638418,0.022600858514805474,0.0702317426691972,0.06897922547465132,0.10182435341215341,0.03619369545276404,0.09214041183279457,0.08786792500829277,0.08690844669015046,0.020358256146275063,0.11172949972801267,0.09497714485162616,0.02328347839314669,0.02842723821429898,0.03798955416164994,0.0365577080653918,0.06765300634484935,0.0214219618339085,0.4689609766285886,0.36636301184002756,0.1059088301691353,0.03781210684360859,0.03781210684360859,0.025271946002896627,0.03390229544817126,0.027742175702843107,0.0839643637909082,0.08332901471302588,0.057239089022528264,0.03126409491834553,0.060392212253529955,0.05711637581208547,0.05222145281434097,0.045254920904179013,0.08150670083257777,0.08194850979062429,0.048050737873153504,0.5857062146892655
magic_gamma_telescope,19020,10,2,0.37543877210842097,747.5975132143385,4.40147874137185,0.000678819652813685,0.001923395435151138,0.11604534402532056,5.799702948435935,0.8115141955835963,0.7385909568874869,0.8807570977917981,0.7914826498422713,0.7847528916929548,0.8343848580441641,0.09829853063809495,0.11690366095615885,0.0985270229098702,0.0725565834123627,0.0313903599515105,0.03247527587906256,0.031585796324117024,0.06007228303164989,0.00032059859493402507,0.006389319628965956,0.0008439112051250915,0.0004437561525160039,0.07751791818513906,0.12490220168215901,0.11387335200275865,0.08821175401537708,0.18475128295377907,0.186072257744514,0.1831099345028312,0.23578051928277163,0.15754459596066173,0.15857907720933465,0.15318931715057632,0.15318931715057632,0.057713457885338125,0.058639896319616115,0.05777681281020809,0.059353781813194485,0.06634391399298387,0.08820909409711403,0.06652672166941176,0.04361731042110193,0.027140364746382158,0.029980389610316356,0.027232158477473945,0.027790014841831034,0.8807570977917981
rice_seed_gonen_jasmine,18185,10,2,0.9245548555151314,36052.92327943368,0.5641321125100535,0.00040298012441098373,0.08648913969014377,0.5602927296178836,0.1248706479180183,0.9799285125103108,0.9628814957382458,0.8686279901017322,0.9396205664008799,0.962331591971405,0.9707451196040692,0.5577889301420472,0.5588695494988645,0.5578073401241598,0.6164463954908326,0.5720696768182739,0.5725158277431108,0.5720874334782255,0.5869122280216652,0.0002205304900312087,0.005030348998228794,0.0007605457851195223,2.8208063994190577e-05,0.6102429446309545,0.604860741191469,0.610273120592037,0.6590405417590256,0.0009976826088723865,0.0022401224238825313,0.0005963161082476917,4.255197215121509e-06,0.006427198419565504,0.006729360849075076,0.006427198419565504,0.00018321884973635208,0.6442301634324907,0.6443890554928283,0.6442446768896061,0.6946778721856467,0.550291466363994,0.5344339008491878,0.5296865334649536,0.5881495574160958,0.6417932055338157,0.641994034660396,0.641807860115644,0.6809616223979371,0.9799285125103108
dry_bean,13611,16,7,0.8946848593426667,28988.997218060777,1.5355585256030957,0.005748265102425961,0.14316260260347233,0.10729127677090904,2.609631351370392,0.23980177565965272,0.817437222797715,0.488440241413728,0.5483951578020849,0.862544795565465,0.5040927112039575,0.5172035868751086,0.5196750670474637,0.5179803309602635,0.42596817404739146,0.5083550083618308,0.5094119182132086,0.5094032335702093,0.3433144113155722,0.16213057209417137,0.2955781505384386,0.16269916162584078,0.03276674854025267,0.3457561349322172,0.29232456500675047,0.3930784077176321,0.03242522297444813,0.16213057209417137,0.2938868051590277,0.16269916162584078,0.03276674854025267,0.16159480631596349,0.161313229746491,0.16159480631596349,0.16140732777876318,0.5296152455032744,0.5431943425470409,0.5298225216778291,0.41961584416664727,0.5093214107811131,0.5170375082260452,0.510891560335057,0.37426339049316315,0.531635258160163,0.534625911718811,0.5319291442008555,0.4120821146611549,0.862544795565465
paris_housing_classification,10000,17,2,0.005283698882722878,1.299224400818405,50.25416943260173,0.00013332258077485216,2.4310918512916455e-05,-0.003846741683707085,850.3200092332729,0.8735000000000002,0.8735000000000002,0.8735000000000002,0.8735000000000002,1.0,0.8735000000000002,7.11931619372995e-05,0.0001753373763395448,0.00016964790225629548,0.0012715085304011086,0.00011508308068488103,0.00021822453683462451,0.00020908113661080504,0.002005406953481017,0.0014435898404933786,0.009457838793861858,0.002489972454427038,0.0015007228893659517,8.525848903154112e-06,0.00022635767301424332,0.00019926882863287402,0.0019981575812771475,0.0,0.0,0.0,0.0,6.931283117298022e-05,5.842373211367238e-05,7.762649025023271e-05,-0.00016605189994052828,-2.3308954887134076e-05,0.00019287956540868428,0.0001516039737551766,1.885138407956899e-05,-6.074665440079706e-05,0.0022202051243270676,0.0012879369142373921,0.0005889225791375279,-9.79483571555939e-06,0.00020399961293988698,0.0001603444878599741,3.704769877984657e-05,1.0
blood_transfusion_service_center,748,4,2,0.41522593454836476,37.439438290631955,2.8414411293797928,0.0,0.0009447777459994551,0.17854569896036948,3.6132762411535237,0.7620402684563758,0.7700939597315436,0.736724832214765,0.7674004474272931,0.7807606263982103,0.758013422818792,0.021791448130558014,0.03502959981566857,0.02823685685888345,0.0852621860370759,0.02239776934891992,0.03502959981566857,0.026813967306321233,0.08937913497374866,0.02030455580356289,0.048128181062063055,0.031331349180031325,0.031108882262086864,0.02510977540848181,0.03304409887751879,0.029102240786606937,0.07591811733036638,0.018276835913540408,0.05628274625905124,0.028162410311690245,0.05834212064263557,0.01950509425917025,0.018435556726861372,0.018435556726861372,0.01871628919118738,0.032562504966697985,0.03668791495995348,0.03526693712275996,0.09190739944522369,0.025854548648791543,0.05976803455441023,0.040627183328654906,0.08304305016419158,0.024102388992740212,0.03529374511401644,0.025171472228583076,0.06081216635390525,0.7807606263982103
dermatology,358,34,6,0.4385467152407216,20.67965764759059,5.899010025474479,0.06511745300234316,0.006481372467561133,-0.033578354164911305,42.4675422580987,0.8992957746478873,0.8715571205007825,0.9692097026604068,0.9553599374021908,0.9581377151799686,0.9523865414710485,0.3803560309945419,0.4257720357891637,0.4162646790283181,0.16255930795974474,0.2826349992312905,0.3150119978386466,0.3252185811243311,0.09962244396285476,0.41951163221991716,0.491083004075157,0.43948793263757946,0.1912307145304761,0.0999678399480881,0.06965481044784858,0.12261193116041262,0.023280544103276724,0.0159923099074513,0.5360095729563421,0.44508643693632866,0.005821972423568854,0.5139618341363936,0.5307200828392732,0.5254989566258355,0.4608450214317424,0.39565320593032116,0.4576666684833642,0.3973306059178077,0.1823396965595857,0.23631258064697303,0.2679845363540424,0.27612997999237243,0.10939886332840634,0.3140457000149475,0.34100521879219126,0.33843106837850806,0.1486252616252553,0.9692097026604068
patient_treatment_classification,4412,10,2,0.27762151469611407,267.7081334663412,3.185573774530906,0.00144409068862423,0.0006129267133774994,0.0951547131713866,3.967584882356068,0.6962614566400361,0.6806249566644325,0.6447954946417978,0.6733736001006669,0.6747613654748422,0.6282776455240457,0.07684700126758053,0.0778074234776051,0.07757851925453843,0.08625639697128287,0.03814662996821051,0.03847772339843244,0.03847321336360351,0.06339670450058596,0.00020746974703189937,0.005225711864101122,0.0018161986358062742,0.0007706187983517017,0.03971536331513167,0.04047305864788205,0.028544974458931265,0.09848571160279589,0.0032662789002353824,0.0074741135031805486,0.007250221757089892,0.002268394169688002,0.04969155871545484,0.04969155871545484,0.04969155871545484,0.048296782019297206,0.0574427814558495,0.060527547602289976,0.0577828076832961,0.07749724566284615,0.047509502221160294,0.02490835171797253,0.057492036908147914,0.056952086003707623,0.055777203014821884,0.059611853148944884,0.05609210597557991,0.05733520800890647,0.6962614566400361
customer_classification,1000,11,4,0.04707148554909373,7.973588749044734,12.026596314243463,0.0019058516200984165,3.541789764574828e-05,-0.09640938304281965,165.47553479414864,0.364,0.37200000000000005,0.37299999999999994,0.37,0.40700000000000003,0.329,0.014958034031050399,0.03198481751645414,0.029527933926297413,0.008519832161384803,0.012024613207122899,0.027500017585867613,0.02706369847470557,0.00588845838878439,0.00969895865977092,0.0471414751993359,0.030992336038208567,0.0005482100628944459,0.002963983633643896,0.01833778355764324,0.009877404291518978,5.0935995689232994e-05,0.01010913200997776,0.04018662710618796,0.022905667422258417,0.0012208930951895106,0.018258393388554565,0.01305214691507672,0.018258393388554565,0.018258393388554565,0.02636980142124945,0.03460786499276884,0.03424092784420758,0.027409936443577025,0.024786318055748626,0.04740103802392825,0.04467154707019043,0.02043115155446246,0.0285318713631184,0.036064978965023836,0.035210511181643964,0.02954703687333714,0.40700000000000003
